"ID","Untreated_1","Untreated_3","Untreated_4","RNAi_1","RNAi_3","RNAi_4","padj","log2FoldChange","pvalue","foldChange","log10padj"
"FBtr0087089",22.4458772255704,32.7152684222444,31.0196191364962,113.728643512833,91.4514001770795,115.591816131859,0.00275293851958786,1.91421132652671,3.0438365652739e-05,3.76907715106217,2.56020348744498
"FBtr0100575",728.925946322164,824.813402372396,810.67840050209,1727.03705627633,2000.29295431251,1532.61857661252,0.0025376750831749,1.14717027959518,2.62539237396598e-05,2.21479056266183,2.59556398453346
"FBtr0299564",118.891343908782,109.663011365671,103.971134789171,230.60528274588,248.801008861319,271.127434942637,0.00279806312236628,1.16915045386658,3.30257000728934e-05,2.24879235440291,2.55314249235093
"FBtr0302833",351.455540807049,334.351529445623,276.206430018928,637.96675859909,733.452858862862,703.830197616927,0.00274061490791157,1.11320609111486,3.00370900990758e-05,2.16325852956817,2.56215198420454
"FBtr0072712",16.7666358436855,17.7835947894629,13.3532377088483,49.6629480387071,48.3175002610966,58.6031266712665,0.0027560370506874,1.72636957772371,3.12904386375256e-05,3.30894102244555,2.55971494830254
"FBtr0072957",2259.11183658313,1754.61649111411,1652.3005777622,4530.1336745802,4215.74584548444,4079.71839578116,0.0024884246792874,1.19027562626188,2.5454883747207e-05,2.28196335820366,2.60407550013391
"FBtr0290078",143.446850871587,96.7387016112023,123.147485853863,343.388925096185,365.229821771891,439.032614206537,0.00288826832996181,1.66804202904028,3.47397382313302e-05,3.17783017657221,2.53936246179202
"FBtr0336452",4.80963753112067,3.2525756059293,3.28029390336085,14.0736390667272,15.6138407391381,18.3771716978191,0.00255872127451958,2.07209436095058,2.71806610209195e-05,4.20496665751881,2.5919770199084
"FBtr0332911",72.0726694746498,49.8182075205951,74.3819246861041,189.69636026579,224.324999958859,208.825155210574,0.00292591120484058,1.68643971384033,3.61792077936673e-05,3.21861432418744,2.5337388579212
"FBtr0345070",138.393424333035,146.883857982719,125.479371348411,325.425631732647,343.258856781737,282.016141133481,0.00292591120484058,1.20937153320143,3.58749600886088e-05,2.31236883428831,2.5337388579212
"FBtr0072102",89.8627645008682,79.006460759077,63.3824488822716,201.384874305977,229.865000776247,244.811781735835,0.00296359391166301,1.5542270609679,3.71431063886894e-05,2.93676344311552,2.52818130609299
"FBtr0310064",96.8919956783689,100.761588657813,88.4099671435946,213.538689798701,196.186374773118,226.043833486435,0.00296359391166301,1.15013163299972,3.7144865237233e-05,2.21934142992405,2.52818130609299
"FBtr0304005",105.3856953328,119.441256984908,119.13367183589,313.232873281909,303.621638954063,249.117742566041,0.00297601975746165,1.32644784842267,3.79002456647258e-05,2.50784441734241,2.52636418988419
"FBtr0332847",12.461387306518,10.9391684639365,18.4055103119475,67.1348335698375,57.5956073084868,75.4891496107126,0.00292591120484058,2.29859938649653,3.59217813588655e-05,4.91979903923905,2.5337388579212
"FBtr0303709",20.3372017676837,14.5840896746208,18.2807068925533,71.9911065584507,95.7124719793947,64.920821076698,0.00297601975746165,2.10798035533437,3.7969676536859e-05,4.3108738801375,2.52636418988419
"FBtr0087820",25.0244029027803,21.6729110926216,31.0005290838855,77.0196455167144,82.6786413791806,74.9769506375902,0.00300645558282937,1.60432123941078,3.92028830494837e-05,3.04052665992625,2.52194520800827
"FBtr0083467",99.1872164389935,113.003629585168,110.798049352858,247.373202538022,217.385647618233,257.207459936851,0.00310136351874041,1.16003618647139,4.13629246515394e-05,2.23463032566976,2.50844732601348
"FBtr0073422",160.073508919356,133.541094107909,91.3770686481105,389.71791343696,452.611443566203,442.405941765895,0.00315571934247561,1.77277861159264,4.25206159545844e-05,3.41711455086276,2.50090162822374
"FBtr0080592",51.963321268593,32.5253843341382,49.7297606165361,141.462174751616,165.514299579047,167.542527553961,0.00324676430107707,1.83927859945391,4.53066220729366e-05,3.5783105494887,2.48854923784676
"FBtr0344873",8.90776242460744,6.5891848149395,4.85706872296718,32.0681045307977,33.96469494801,44.8522974553713,0.00299206270774117,2.54261551152949,3.88470371789687e-05,5.82644346011332,2.52402930875524
"FBtr0342814",651.54666258777,362.423328499868,389.08124953842,1577.08640716065,2052.29479180154,1975.93751764634,0.00299206270774117,2.03891331080878,3.86549205496931e-05,4.10935882542973,2.52402930875524
"FBtr0076935",47.3011220100023,43.4679981512519,38.322240369196,98.9308030180998,109.182113983991,111.723108973342,0.00337310856948722,1.30391895500893,4.77755934976832e-05,2.46898651184063,2.47196968004698
"FBtr0345339",27.459825962915,31.1485164918659,25.7759576502037,78.2422398543113,83.3066751572404,69.1002261687288,0.00340548363904875,1.44805772659867,4.89502334622366e-05,2.72840483931686,2.46782120185558
"FBtr0334586",989.443994485076,952.222433653568,720.978948808226,1876.9448772028,2116.02402442493,1934.72172676382,0.00297601975746165,1.16588323647454,3.76021188534332e-05,2.24370536097044,2.52636418988419
"FBtr0302579",79.4032779092229,102.510829330014,80.7362632827677,244.256388697153,265.290800029498,206.799357947556,0.00347568975446283,1.44641417651165,5.2290187860317e-05,2.72529835002841,2.45895899630223
"FBtr0072635",123.538030167871,84.0436760459265,62.3155474975382,347.496658556421,477.806773392062,382.814937664756,0.00356805168661203,2.21002000430332,5.52902277195609e-05,4.62681689027903,2.44756886308296
"FBtr0301884",771.127900469339,702.922751024756,576.518485461771,1400.90753525543,1669.85013080663,1770.83433276219,0.00315571934247561,1.24165231455782,4.36323605130957e-05,2.36469204768808,2.50090162822374
"FBtr0079199",62.4792024990851,68.2441354367866,45.1348399608707,166.454392381251,199.576631039348,168.505500365042,0.00366484025081942,1.62153201490167,5.82930413096839e-05,3.07701614806722,2.43594495136383
